unq_id,category,sub_category,discontinued,legacy_brand,brand,mspn,external_id,external_id_type,brand_id,model,manufacturer,lt_p,size_dimensions,full_size,full_bolt_patterns,full_bolt_pattern_1,full_bolt_pattern_2,c_z_rated,rft,vast_description,description,long_description,notes,features,install_time,length_val,section_width,section_width_unit_id,aspect_ratio,rim_diameter,rim_diameter_unit_id,overall_diameter,overall_diameter_unit_id,weight_tire,weight_tire_unit_id,length_package,length_unit_id,width_package,width_unit_id,height_package,height_unit_id,weight_package,weight_unit_id,wheel_finish,simple_finish,side_wall_style,load_index_1,load_index_2,speed_rating,load_range,load_rating,back_spacing,offset,center_bore,ply,tread_depth,tread_depth_unit_id,rim_width,rim_width_unit_id,max_rim_width,max_rim_width_unit_id,min_rim_width,min_rim_width_unit_id,utqg,tread_wear,traction,temperature,warranty_type,warranty_in_miles,max_psi,max_load_lb,image_url_full,image_url_quarter,image_side,image_url_tread,image_kit_1,image_kit_2,season,tire_type_performance,car_type,country,quality_tier,construction,source,oem_fitments,status,msct,wheel_diameter,wheel_width,bolt_pattern_1,bolt_circle_diameter_1,bolt_pattern_2,bolt_circle_diameter_2,created_at,updated_at
1-017-6687FBM,2,,,,ULTRA,017-6687FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017FBM Warlock Dually 16x6 8x170 +102et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,63,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,28,LB,Gloss Black,BLACK,,0,0,,0,3000,7.52,102,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687FBZ,2,,,,ULTRA,017-6687FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017FBZ Warlock Dually 16x6 8x170 +102et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,69,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,28,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,7.52,102,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687RBM,2,,,,ULTRA,017-6687RBM,8.42E+11,GTIN,,017RBM WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017RBM Warlock Dually 16x6 8x170 -140et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,63,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,32,LB,Gloss Black,BLACK,,0,0,,0,2500,-2.01,-140,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBM_WARLOCK_DUALLY/ULTRA_017RBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687RBZ,2,,,,ULTRA,017-6687RBZ,8.42E+11,GTIN,,017RBZ WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017RBZ Warlock Dually 16x6 8x170 -140et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,69,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,32,LB,Dark Satin Bronze,BRONZE,,0,0,,0,2500,-2.01,-140,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBZ_WARLOCK_DUALLY/ULTRA_017RBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7681FBM,2,,,,ULTRA,017-7681FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 017FBM Warlock Dually 17x6.5 8x165.1 +129et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,67,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Gloss Black,BLACK,,0,0,,0,3000,8.83,129,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7681FBZ,2,,,,ULTRA,017-7681FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 017FBZ Warlock Dually 17x6.5 8x165.1 +129et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,73,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,8.83,129,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7681RBM,2,,,,ULTRA,017-7681RBM,8.42E+11,GTIN,,017RBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 017RBM Warlock Dually 17x6.5 8x165.1 -140et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,67,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,36,LB,Gloss Black,BLACK,,0,0,,0,2500,-1.76,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBM_WARLOCK_DUALLY/ULTRA_017RBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7681RBZ,2,,,,ULTRA,017-7681RBZ,8.42E+11,GTIN,,017RBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 017RBZ Warlock Dually 17x6.5 8x165.1 -140et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,73,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,36,LB,Dark Satin Bronze,BRONZE,,0,0,,0,2500,-1.76,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBZ_WARLOCK_DUALLY/ULTRA_017RBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7692FBM,2,,,,ULTRA,017-7692FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x200,8x200,,,,,Ultra 017FBM Warlock Dually 17x6.5 8x200 +129et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Gloss Black,BLACK,,0,0,,0,3000,8.83,129,142.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,200,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7692FBZ,2,,,,ULTRA,017-7692FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x200,8x200,,,,,Ultra 017FBZ Warlock Dually 17x6.5 8x200 +129et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,8.83,129,142.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,200,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7692RBM,2,,,,ULTRA,017-7692RBM,8.42E+11,GTIN,,017RBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x200,8x200,,,,,Ultra 017RBM Warlock Dually 17x6.5 8x200 -140et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,36,LB,Gloss Black,BLACK,,0,0,,0,2500,-1.76,-140,142.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBM_WARLOCK_DUALLY/ULTRA_017RBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,200,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7692RBZ,2,,,,ULTRA,017-7692RBZ,8.42E+11,GTIN,,017RBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x200,8x200,,,,,Ultra 017RBZ Warlock Dually 17x6.5 8x200 -140et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,36,LB,Dark Satin Bronze,BRONZE,,0,0,,0,2500,-1.76,-140,142.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBZ_WARLOCK_DUALLY/ULTRA_017RBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,200,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7699FBM,2,,,,ULTRA,017-7699FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 017FBM Warlock Dually 17x6.5 8x210 +129et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Gloss Black,BLACK,,0,0,,0,3000,8.83,129,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7699FBZ,2,,,,ULTRA,017-7699FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 017FBZ Warlock Dually 17x6.5 8x210 +129et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,8.83,129,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7699RBM,2,,,,ULTRA,017-7699RBM,8.42E+11,GTIN,,017RBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 017RBM Warlock Dually 17x6.5 8x210 -140et Gloss Black Milled Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,72,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,36,LB,Gloss Black Milled,Black,,0,0,,0,2500,-1.76,-140,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBM_WARLOCK_DUALLY/ULTRA_017RBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7699RBZ,2,,,,ULTRA,017-7699RBZ,8.42E+11,GTIN,,017RBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 017RBZ Warlock Dually 17x6.5 8x210 -140et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,36,LB,Dark Satin Bronze,BRONZE,,0,0,,0,2500,-1.76,-140,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBZ_WARLOCK_DUALLY/ULTRA_017RBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-02-6681FP,2,,,,ULTRA,02-6681FP,84221000056,GTIN,,02P MODULAR DUALLY FRONT,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 02P Modular Dually Front 16x6 8x165.1 +102et Polished Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,18.5,IN,18.5,IN,8,IN,25.3,LB,Polished,POLISHED,,0,0,,0,2500,7.52,102,130.18,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/02P_MODULAR_DUALLY_FRONT/ULTRA_02P_MODULAR_DUALLY_FRONT_POLISHED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-02-6681RP,2,,,,ULTRA,02-6681RP,84221000070,GTIN,,02P MODULAR DUALLY REAR,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 02P Modular Dually Rear 16x6 8x165.1 -125et Polished Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,64,,,,,,,,0,,18.5,IN,18.5,IN,8,IN,24,LB,Polished,POLISHED,,0,0,,0,2500,1.42,-125,130.18,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/02P_MODULAR_DUALLY_REAR/ULTRA_02P_MODULAR_DUALLY_REAR_POLISHED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-02-6687FP,2,,,,ULTRA,02-6687FP,84221000094,GTIN,,02P MODULAR DUALLY FRONT,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 02P Modular Dually Front 16x6 8x170 +102et Polished Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,63,,,,,,,,0,,18.5,IN,18.5,IN,8,IN,25.3,LB,Polished,POLISHED,,0,0,,0,3000,7.52,102,130.18,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/02P_MODULAR_DUALLY_FRONT/ULTRA_02P_MODULAR_DUALLY_FRONT_POLISHED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-02-6687RP,2,,,,ULTRA,02-6687RP,84221000117,GTIN,,02P MODULAR DUALLY REAR,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 02P Modular Dually Rear 16x6 8x170 -125et Polished Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,62,,,,,,,,0,,18.5,IN,18.5,IN,8,IN,25.3,LB,Polished,POLISHED,,0,0,,0,2500,1.42,-125,130.18,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/02P_MODULAR_DUALLY_REAR/ULTRA_02P_MODULAR_DUALLY_REAR_POLISHED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-02-7681FP,2,,,,ULTRA,02-7681FP,84221097285,GTIN,,02P MODULAR DUALLY FRONT,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 02P Modular Dually Front 17x6.5 8x165.1 +134et Polished Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,67,,,,,,,,0,,19.5,IN,19.5,IN,8.5,IN,32.2,LB,Polished,POLISHED,,0,0,,0,3000,9.03,134,130.18,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/02P_MODULAR_DUALLY_FRONT/ULTRA_02P_MODULAR_DUALLY_FRONT_POLISHED.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-02-7681RP,2,,,,ULTRA,02-7681RP,84221097292,GTIN,,02P MODULAR DUALLY REAR,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 02P Modular Dually Rear 17x6.5 8x165.1 -140et Polished Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,66,,,,,,,,0,,19.5,IN,19.5,IN,8.5,IN,32.2,LB,Polished,POLISHED,,0,0,,0,2500,-1.76,-140,130.18,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/02P_MODULAR_DUALLY_REAR/ULTRA_02P_MODULAR_DUALLY_REAR_POLISHED.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-6681FC,2,,,,ULTRA,025-6681FC,8.42E+11,GTIN,,025C PHANTOM DUALLY FRONT,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 025C Phantom Dually Front 16x6 8x165.1 +102et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,27,LB,Chrome Plated,CHROME,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025C_PHANTOM_DUALLY_FRONT/ULTRA_025C_PHANTOM_DUALLY_FRONT_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-6681FSB,2,,,,ULTRA,025-6681FSB,8.42E+11,GTIN,,025SB PHANTOM DUALLY FRONT,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 025SB Phantom Dually Front 16x6 8x165.1 +102et Satin Black Cut Satin Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,80,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,27,LB,Satin Black Diamond Cut Lip Accents Satin Clear Coat,Black,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025SB_PHANTOM_DUALLY_FRONT/ULTRA_025SB_PHANTOM_DUALLY_FRONT_SATIN_BLK_W_DIAM_CUTLIP_ACCNTS&SATIN_CLR_COAT.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-6681RC,2,,,,ULTRA,025-6681RC,8.42E+11,GTIN,,025C PHANTOM DUALLY REAR,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 025C Phantom Dually Rear 16x6 8x165.1 -140et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,70,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,31,LB,Chrome Plated,CHROME,,0,0,,0,2500,2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025C_PHANTOM_DUALLY_REAR/ULTRA_025C_PHANTOM_DUALLY_REAR_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-6681RSB,2,,,,ULTRA,025-6681RSB,8.42E+11,GTIN,,025SB PHANTOM DUALLY REAR,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 025SB Phantom Dually Rear 16x6 8x165.1 -140et Satin Black Cut Satin Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,79,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,31,LB,Satin Black Diamond Cut Lip Accents Satin Clear Coat,Black,,0,0,,0,2500,2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025SB_PHANTOM_DUALLY_REAR/ULTRA_025SB_PHANTOM_DUALLY_REAR_SATIN_BLK_W_DIAM_CUTLIP_ACCNTS&SATIN_CLR_COAT.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-7681FC,2,,,,ULTRA,025-7681FC,8.42E+11,GTIN,,025C PHANTOM DUALLY FRONT,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 025C Phantom Dually Front 17x6.5 8x165.1 +129et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,73,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,40,LB,Chrome Plated,Chrome,,0,0,,0,3000,8.83,129,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025C_PHANTOM_DUALLY_FRONT/ULTRA_025C_PHANTOM_DUALLY_FRONT_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-7681FSB,2,,,,ULTRA,025-7681FSB,8.42E+11,GTIN,,025SB PHANTOM DUALLY FRONT,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 025SB Phantom Dually Front 17x6.5 8x165.1 +129et Satin Black Cut Satin Rim,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,80,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,40,LB,Satin Black Diamond Cut Lip Accents Satin Clear Coat,Black,,0,0,,0,3000,8.83,129,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025SB_PHANTOM_DUALLY_FRONT/ULTRA_025SB_PHANTOM_DUALLY_FRONT_SATIN_BLK_W_DIAM_CUTLIP_ACCNTS&SATIN_CLR_COAT.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-025-7681RC,2,,,,ULTRA,025-7681RC,8.42E+11,GTIN,,025C PHANTOM DUALLY REAR,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 025C Phantom Dually Rear 17x6.5 8x165.1 -140et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,72,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,41,LB,Chrome Plated,Chrome,,0,0,,0,2500,-1.76,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025C_PHANTOM_DUALLY_REAR/ULTRA_025C_PHANTOM_DUALLY_REAR_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
