unq_id,category,sub_category,discontinued,legacy_brand,brand,mspn,external_id,external_id_type,brand_id,model,manufacturer,lt_p,size_dimensions,full_size,full_bolt_patterns,full_bolt_pattern_1,full_bolt_pattern_2,c_z_rated,rft,vast_description,description,long_description,notes,features,install_time,length_val,section_width,section_width_unit_id,aspect_ratio,rim_diameter,rim_diameter_unit_id,overall_diameter,overall_diameter_unit_id,weight_tire,weight_tire_unit_id,length_package,length_unit_id,width_package,width_unit_id,height_package,height_unit_id,weight_package,weight_unit_id,wheel_finish,simple_finish,side_wall_style,load_index_1,load_index_2,speed_rating,load_range,load_rating,back_spacing,offset,center_bore,ply,tread_depth,tread_depth_unit_id,rim_width,rim_width_unit_id,max_rim_width,max_rim_width_unit_id,min_rim_width,min_rim_width_unit_id,utqg,tread_wear,traction,temperature,warranty_type,warranty_in_miles,max_psi,max_load_lb,image_url_full,image_url_quarter,image_side,image_url_tread,image_kit_1,image_kit_2,season,tire_type_performance,car_type,country,quality_tier,construction,source,oem_fitments,status,msct,wheel_diameter,wheel_width,bolt_pattern_1,bolt_circle_diameter_1,bolt_pattern_2,bolt_circle_diameter_2,created_at,updated_at
1-025-7681RSB,2,,,,ULTRA,025-7681RSB,8.42E+11,GTIN,,025SB PHANTOM DUALLY REAR,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 025SB Phantom Dually Rear 17x6.5 8x165.1 -140et Satin Black Cut Satin Rim,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,79,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,41,LB,Satin Black Diamond Cut Lip Accents Satin Clear Coat,Black,,0,0,,0,2500,-1.76,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/025SB_PHANTOM_DUALLY_REAR/ULTRA_025SB_PHANTOM_DUALLY_REAR_SATIN_BLK_W_DIAM_CUTLIP_ACCNTS&SATIN_CLR_COAT.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-4605P,2,,,,PACER,03C-4605P,33259285928,GTIN,,03C CHROME SMOOTHIE,,P,14x6,14x6,5x114.3/5x120.7,5x114.3,5x120.7,,,,Pacer 03C Chrome Smoothie 14x6 5x114.3/5x120.7 +07et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,72,,,,,,,,0,,16,IN,16,IN,8.5,IN,22,LB,Chrome Plated,CHROME,,0,0,,0,1400,3.78,7,81.03,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,14,6,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-4705,2,,,,PACER,03C-4705,33259416988,GTIN,,03C CHROME SMOOTHIE,,P,14x7,14x7,5x114.3/5x120.7,5x114.3,5x120.7,,,,Pacer 03C Chrome Smoothie 14x7 5x114.3/5x120.7 +00et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,72,,,,,,,,0,,15.5,IN,15.5,IN,9,IN,24,LB,Chrome Plated,CHROME,,0,0,,0,1400,4,0,81.03,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,14,7,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5105,2,,,,PACER,03C-5105,33259285966,GTIN,,03C CHROME SMOOTHIE,,P,15x10,15x10,5x114.3/5x120.7,5x114.3,5x120.7,,,,Pacer 03C Chrome Smoothie 15x10 5x114.3/5x120.7 -32et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,73,,,,,,,,0,,18,IN,18,IN,11.5,IN,34,LB,Chrome Plated,Chrome,,0,0,,0,1500,4.24,-32,81.03,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,10,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5153,2,,,,PACER,03C-5153,33259285980,GTIN,,03C CHROME SMOOTHIE,,LT,15x10,15x10,5x127/5x139.7,5x127,5x139.70,,,,Pacer 03C Chrome Smoothie 15x10 5x127/5x139.7 -32et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,71,,,,,,,,0,,18,IN,18,IN,11.5,IN,34,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.24,-32,94.23,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,10,5,127,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5160,2,,,,PACER,03C-5160,33259286000,GTIN,,03C CHROME SMOOTHIE,,LT,15x10,15x10,6x139.7,6x139.7,,,,,Pacer 03C Chrome Smoothie 15x10 6x139.7 -32et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,65,,,,,,,,0,,18,IN,18,IN,11.5,IN,34,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.24,-32,108.71,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,10,6,139.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5605P,2,,,,PACER,03C-5605P,33259286048,GTIN,,03C CHROME SMOOTHIE,,P,15x6,15x6,5x114.3/5x120.7,5x114.3,5x120.7,,,,Pacer 03C Chrome Smoothie 15x6 5x114.3/5x120.7 +07et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,72,,,,,,,,0,,17.5,IN,16.75,IN,7.5,IN,25,LB,Chrome Plated,CHROME,,0,0,,0,1500,3.78,7,81.03,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,6,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5653P,2,,,,PACER,03C-5653P,33259286079,GTIN,,03C CHROME SMOOTHIE,,LT,15x6,15x6,5x127/5x139.7,5x127,5x139.70,,,,Pacer 03C Chrome Smoothie 15x6 5x127/5x139.7 +06et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,70,,,,,,,,0,,17.5,IN,16.75,IN,7.5,IN,25,LB,Chrome Plated,CHROME,,0,0,,0,1500,3.74,6,93.73,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,6,5,127,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5660P,2,,,,PACER,03C-5660P,33259286093,GTIN,,03C CHROME SMOOTHIE,,LT,15x6,15x6,6x139.7,6x139.7,,,,,Pacer 03C Chrome Smoothie 15x6 6x139.7 +06et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,64,,,,,,,,0,,17.5,IN,16.75,IN,7.5,IN,24,LB,Chrome Plated,CHROME,,0,0,,0,1500,3.74,6,108.71,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,6,6,139.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5705P,2,,,,PACER,03C-5705P,33259286116,GTIN,,03C CHROME SMOOTHIE,,P,15x7,15x7,5x114.3/5x120.7,5x114.3,5x120.7,,,,Pacer 03C Chrome Smoothie 15x7 5x114.3/5x120.7 +03et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,72,,,,,,,,0,,18,IN,18,IN,9,IN,26.5,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.12,3,81.03,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,7,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5753P,2,,,,PACER,03C-5753P,33259286130,GTIN,,03C CHROME SMOOTHIE,,LT,15x7,15x7,5x127/5x139.7,5x127,5x139.70,,,,Pacer 03C Chrome Smoothie 15x7 5x127/5x139.7 +03et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,70,,,,,,,,0,,18,IN,18,IN,9,IN,26.5,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.12,3,94.23,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,7,5,127,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5760P,2,,,,PACER,03C-5760P,33259286154,GTIN,,03C CHROME SMOOTHIE,,LT,15x7,15x7,6x139.7,6x139.7,,,,,Pacer 03C Chrome Smoothie 15x7 6x139.7 +03et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,64,,,,,,,,0,,18,IN,18,IN,9,IN,26.5,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.12,3,108.71,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,7,6,139.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5805,2,,,,PACER,03C-5805,33259286178,GTIN,,03C CHROME SMOOTHIE,,P,15x8,15x8,5x114.3/5x120.7,5x114.3,5x120.7,,,,Pacer 03C Chrome Smoothie 15x8 5x114.3/5x120.7 -06et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,72,,,,,,,,0,,17.25,IN,17.5,IN,10.25,IN,29.5,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.26,-6,81.03,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,8,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5853,2,,,,PACER,03C-5853,33259286208,GTIN,,03C CHROME SMOOTHIE,,LT,15x8,15x8,5x127/5x139.7,5x127,5x139.70,,,,Pacer 03C Chrome Smoothie 15x8 5x127/5x139.7 -06et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,70,,,,,,,,0,,17.25,IN,17.5,IN,10.25,IN,29.5,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.26,-6,94.23,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,8,5,127,0,,5/28/2021 20:25,6/14/2023 13:08
1-03C-5860,2,,,,PACER,03C-5860,33259286222,GTIN,,03C CHROME SMOOTHIE,,LT,15x8,15x8,6x139.7,6x139.7,,,,,Pacer 03C Chrome Smoothie 15x8 6x139.7 -06et Chrome Plated Wheel,"Founded with the main goal to design and manufacture wheels which satisfy the highest demands of those customers who are looking to achieve top driving performance, yet without sacrificing safety, Pacer Wheels is currently one of the leading aftermarket manufacturers known for their products all around the globe. Since 1972, the year it was established, the company has never stopped developing innovations and technologies to provide every vehicle available on the market with premium quality wheels it deserves. Today millions of car owners rely on Pacer wheels and rims when exceptional quality coupled with personal style is needed.",,,,64,,,,,,,,0,,17.25,IN,17.5,IN,10.25,IN,29.5,LB,Chrome Plated,CHROME,,0,0,,0,1500,4.26,-6,108.71,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/PACER/03C_CHROME_SMOOTHIE/PACER_03C_CHROME_SMOOTHIE_CHROME_PLATED.jpg,,,,,,,,,USA,,,ATD,,,,15,8,6,139.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-049-6681FBM,2,,,,ULTRA,049-6681FBM,8.42E+11,GTIN,,049BM PREDATOR DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 049BM Predator Dually 16x6 8x165.1 +102et Gloss Black CNC Milled Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,76,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,26,LB,Gloss Black CNC Milled Accents Clear Coat,Black,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/049BM_PREDATOR_DUALLY/ULTRA_049BM_PREDATOR_DUALLY_GLOSS_BLK_W_CNC_MILLED_ACCNTS&CLR_COAT.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-049-6681FC,2,,,,ULTRA,049-6681FC,8.42E+11,GTIN,,049C PREDATOR DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 049C Predator Dually 16x6 8x165.1 +102et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,66,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,24,LB,Chrome Plated,Chrome,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/049C_PREDATOR_DUALLY/ULTRA_049C_PREDATOR_DUALLY_CHROME_PLATED2.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-049-6681FSB,2,,,,ULTRA,049-6681FSB,8.42E+11,GTIN,,049SB PREDATOR DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 049SB Predator Dually 16x6 8x165.1 +102et Satin Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,24,LB,Satin Black,Black,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/049SB_PREDATOR_DUALLY/ULTRA_049SB_PREDATOR_DUALLY_SATIN_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-049-6681RBM,2,,,,ULTRA,049-6681RBM,8.42E+11,GTIN,,049BM PREDATOR DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 049BM Predator Dually 16x6 8x165.1 -140et Gloss Black CNC Milled Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,76,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,26,LB,Gloss Black CNC Milled Accents Clear Coat,Black,,0,0,,0,2500,2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/049BM_PREDATOR_DUALLY/ULTRA_049BM_PREDATOR_DUALLY_GLOSS_BLK_W_CNC_MILLED_ACCNTS&CLR_COAT2.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-049-6681RC,2,,,,ULTRA,049-6681RC,8.42E+11,GTIN,,049C PREDATOR DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 049C Predator Dually 16x6 8x165.1 -140et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,66,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,26,LB,Chrome Plated,Chrome,,0,0,,0,2500,2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/049C_PREDATOR_DUALLY/ULTRA_049C_PREDATOR_DUALLY_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-049-6681RSB,2,,,,ULTRA,049-6681RSB,8.42E+11,GTIN,,049SB PREDATOR DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 049SB Predator Dually 16x6 8x165.1 -140et Satin Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,26,LB,Satin Black,Black,,0,0,,0,2500,2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/049SB_PREDATOR_DUALLY/ULTRA_049SB_PREDATOR_DUALLY_SATIN_BLACK2.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
